	production_budget	domestic_gross_x	worldwide_gross	month	year	studio	genre_ids	original_language	popularity	vote_average	vote_count	date	month	year
Power Rangers	120000000	85364450	142531552	3.0	2017.0		[28, 12, 878]	en	15.865	6.2	2667.0	2017-03-24	3.0	2017.0
RoboCop	120000000	58607007	242981799	2.0	2014.0		[28, 878]	en	17.851	5.8	3390.0	2014-02-12	2.0	2014.0
Fantastic Four	120000000	56117548	167849187	8.0	2015.0	Fox	[28, 12, 878]	en	16.36	4.4	3837.0	2015-08-07	8.0	2015.0
How Do You Know?	120000000	30212620	49628177	12.0	2010.0									
Knight and Day	117000000	76423035	258751370	6.0	2010.0		[28, 35]	en	17.713	6.0	2494.0	2010-06-23	6.0	2010.0
Venom	116000000	213511408	853628605	10.0	2018.0		[53]	en	2.758	4.3	6.0	2011-07-15	7.0	2011.0
The Wolverine	115000000	132556852	416456852	7.0	2013.0	Fox	[28, 878, 12, 14]	en	4.323	6.3	6176.0	2013-07-25	7.0	2013.0
The Huntsman: Winterâs War	115000000	48003015	165149302	4.0	2016.0									
Gulliver's Travels	112000000	42779261	232017848	12.0	2010.0	Fox	[35, 12, 10751, 14]	en	10.767999999999999	5.1	1282.0	2010-12-25	12.0	2010.0
Ferdinand	111000000	84410380	289847930	12.0	2017.0	Fox	[16, 10751, 12, 35]	en	19.479	7.1	1425.0	2017-12-15	12.0	2017.0
Deadpool 2	110000000	324591735	786680557	5.0	2018.0	Fox	[28, 35, 12]	en	38.894	7.5	8773.0	2018-05-10	5.0	2018.0
Gravity	110000000	274092705	693698673	10.0	2013.0	WB	[878, 53, 18]	en	27.836	7.2	9586.0	2013-10-04	10.0	2013.0
San Andreas	110000000	155190832	456258539	5.0	2015.0	WB (NL)	[28, 18, 53]	en	27.414	6.1	5125.0	2015-05-29	5.0	2015.0
The Smurfs	110000000	142614158	563749323	7.0	2011.0	Sony	[16, 10751, 12, 35, 14]	en	16.533	5.6	2112.0	2011-07-29	7.0	2011.0
The Divergent Series: Insurgent	110000000	130179072	295075882	3.0	2015.0	LG/S								
300: Rise of an Empire	110000000	106580051	330780051	3.0	2014.0		[28, 10752, 14]	en	23.68	6.0	3870.0	2014-03-07	3.0	2014.0
Passengers	110000000	100014699	302239672	12.0	2016.0		[18, 10749, 878]	en	14.074000000000002	6.8	7869.0	2016-12-21	12.0	2016.0
The Green Hornet	110000000	98780042	229155503	1.0	2011.0	Sony	[28, 80, 35]	en	14.501	5.5	1897.0	2011-01-13	1.0	2011.0
Miss Peregrineâs Home for Peculiar Children	110000000	87242834	295986876	9.0	2016.0									
Real Steel	110000000	85463309	263880341	10.0	2011.0	BV	[28, 878, 18]	en	14.811	6.8	4566.0	2011-10-06	10.0	2011.0
The A-Team	110000000	77222099	177241171	6.0	2010.0	Fox	[53, 28, 12, 35, 80]	en	17.097	6.3	2703.0	2010-06-11	6.0	2010.0
The Smurfs 2	110000000	71017784	348547523	7.0	2013.0	Sony	[14, 10751, 35, 16]	en	12.940999999999999	5.7	1200.0	2013-07-31	7.0	2013.0
The Divergent Series: Allegiant	110000000	66184051	172022517	3.0	2016.0	LG/S								
Ender's Game	110000000	61737191	127983283	11.0	2013.0	LG/S	[878, 28, 12]	en	15.533	6.6	3558.0	2013-11-01	11.0	2013.0
Ghost in the Shell	110000000	40563557	167910690	3.0	2017.0		[28, 878, 53, 18]	en	21.308000000000003	6.0	5128.0	2017-03-31	3.0	2017.0
Men in Black: International	110000000	3100000	3100000	6.0	2019.0									
The Martian	108000000	228433663	655271443	10.0	2015.0	Fox	[18, 12, 878]	en	22.855999999999998	7.7	12172.0	2015-10-02	10.0	2015.0
Allied	106000000	40098064	119266661	11.0	2016.0	Par.	[28, 18, 10752, 10749, 53]	en	19.611	6.7	2765.0	2016-11-23	11.0	2016.0
Ice Age: Collision Course	105000000	64063008	402156682	7.0	2016.0	Fox	[12, 16, 10751, 35]	en	18.233	5.9	2430.0	2016-07-22	7.0	2016.0
Kingsman: The Golden Circle	104000000	100234838	408803696	9.0	2017.0	Fox	[28, 12, 35]	en	24.337	7.0	5531.0	2017-09-22	9.0	2017.0
The Hangover 3	103000000	112200072	362000072	5.0	2013.0									
A Wrinkle in Time	103000000	100478608	133401882	3.0	2018.0	BV	[12, 878, 10751, 14]	en	12.529000000000002	5.0	1073.0	2018-03-09	3.0	2018.0
Bumblebee	102000000	127195589	465195589	12.0	2018.0	Par.	[28, 12, 878]	en	43.078	6.5	2425.0	2018-12-21	12.0	2018.0
Cloud Atlas	102000000	27108272	130673154	10.0	2012.0	WB	[18, 878]	en	14.681	6.8	4505.0	2012-10-26	10.0	2012.0
Django Unchained	100000000	162805434	449948323	12.0	2012.0	Wein.	[18, 37]	en	21.26	8.0	15725.0	2012-12-25	12.0	2012.0
Little Fockers	100000000	148438600	310650574	12.0	2010.0	Uni.	[35, 10749]	en	12.152999999999999	5.6	1883.0	2010-12-21	12.0	2010.0
The Other Guys	100000000	119219978	170936470	8.0	2010.0	Sony	[28, 35, 80]	en	13.508	6.2	2187.0	2010-08-06	8.0	2010.0
The Wolf of Wall Street	100000000	116900694	389870414	12.0	2013.0	Par.	[80, 18, 35]	en	29.518	7.9	12411.0	2013-12-25	12.0	2013.0
Epic	100000000	107518682	262794441	5.0	2013.0	Fox	[16, 12, 10751, 14]	en	13.995	6.4	1670.0	2013-05-24	5.0	2013.0
The Expendables 2	100000000	85028192	311979256	8.0	2012.0	LGF	[28, 12, 53]	en	17.215999999999998	6.2	4219.0	2012-08-17	8.0	2012.0
Hercules	100000000	72688614	243388614	7.0	2014.0		[28, 12]	en	23.921999999999997	5.6	2606.0	2014-07-25	7.0	2014.0
The Tourist	100000000	67631157	278731369	12.0	2010.0	Sony	[28, 53, 10749]	en	10.307	6.1	3133.0	2010-12-10	12.0	2010.0
Legend of the Guardians: The Owls of Ga'Hoole	100000000	55675313	139716717	9.0	2010.0	WB	[16, 12, 10751, 14]	en	10.754000000000001	6.6	1223.0	2010-09-24	9.0	2010.0
Wonder Park	100000000	45216793	115149422	3.0	2019.0									
The Expendables 3	100000000	39322544	209461378	8.0	2014.0	LGF	[28, 12, 53]	en	18.797	6.1	2876.0	2014-08-15	8.0	2014.0
Green Zone	100000000	35497337	97523020	3.0	2010.0	Uni.	[10752, 28, 12, 18, 53]	en	11.519	6.4	1176.0	2010-03-11	3.0	2010.0
Geostorm	100000000	33700160	220796009	10.0	2017.0	WB	[28, 878, 53]	en	13.652999999999999	5.8	2246.0	2017-10-20	10.0	2017.0
Point Break	100000000	28782481	126704591	12.0	2015.0		[28, 80, 53]	en	9.435	5.6	1260.0	2015-12-25	12.0	2015.0
In the Heart of the Sea	100000000	25020758	89693309	12.0	2015.0	WB	[53, 18, 12, 28, 36]	en	14.33	6.6	2137.0	2015-12-11	12.0	2015.0
Transcendence	100000000	23022309	103039258	4.0	2014.0	WB	[]	en	0.6	5.5	2.0	2012-06-09	6.0	2012.0
Mortal Engines	100000000	15951040	85287417	12.0	2018.0	Uni.	[12, 14]	en	40.095	6.0	1751.0	2018-12-14	12.0	2018.0
Jin lÃ­ng shÃ­ san chai	100000000	311434	98227017	1.0	2012.0									
The Peanuts Movie	99000000	130178411	250091610	11.0	2015.0	Fox	[12, 35, 16, 10751]	en	11.344000000000001	6.6	894.0	2015-11-01	11.0	2015.0
The LEGO Movie 2: The Second Part	99000000	105806508	190325698	2.0	2019.0									
Alien: Covenant	97000000	74262031	238521247	5.0	2017.0	Fox	[27, 878, 53]	en	24.651	5.9	4971.0	2017-05-19	5.0	2017.0
Cinderella	95000000	201151353	534551353	3.0	2015.0		[35, 10749]	ru	0.955	4.6	8.0	2012-06-06	6.0	2012.0
Ice Age: Continental Drift	95000000	161321843	879765137	7.0	2012.0	Fox	[16, 35, 12, 10751]	en	17.537	6.3	4598.0	2012-07-13	7.0	2012.0
Sex and the City 2	95000000	95347692	294680778	5.0	2010.0	WB (NL)	[35, 18, 10749]	en	9.986	5.9	809.0	2010-05-27	5.0	2010.0
Percy Jackson & the Olympians: The Lightning Thief	95000000	88768303	223050874	2.0	2010.0		[12, 14, 10751]	en	26.691	6.1	4229.0	2010-02-11	2.0	2010.0
The Campaign	95000000	86907746	104907746	8.0	2012.0	WB	[35]	en	10.265999999999998	5.7	982.0	2012-08-10	8.0	2012.0
Unstoppable	95000000	81562942	165720921	11.0	2010.0	Fox	[28, 53]	en	14.01	6.4	1913.0	2010-11-12	11.0	2010.0
Ben-Hur	95000000	26410477	91669648	8.0	2016.0		[28, 12, 18]	en	10.11	5.6	1068.0	2016-08-19	8.0	2016.0
Seventh Son	95000000	17725785	108874967	2.0	2015.0	Uni.	[12, 14]	en	22.855999999999998	5.3	1549.0	2015-02-06	2.0	2015.0
Kingsman: The Secret Service	94000000	128261724	404561724	2.0	2015.0	Fox	[80, 35, 28, 12]	en	26.103	7.6	10287.0	2015-02-13	2.0	2015.0
Rise of the Planet of the Apes	93000000	176760185	470986200	8.0	2011.0	Fox	[53, 28, 18, 878]	en	22.995	7.2	7259.0	2011-08-04	8.0	2011.0
A Good Day to Die Hard	92000000	67349198	304249198	2.0	2013.0	Fox	[28, 53]	en	15.857999999999999	5.2	4437.0	2013-02-14	2.0	2013.0
The Secret Life of Walter Mitty	91000000	58236838	187861183	12.0	2013.0	Fox	[12, 35, 18, 14]	en	10.743	7.1	4859.0	2013-12-25	12.0	2013.0
Jumanji: Welcome to the Jungle	90000000	404508916	964496193	12.0	2017.0	Sony	[28, 12, 35, 14]	en	20.395	6.7	7213.0	2017-12-20	12.0	2017.0
Spider-Man: Into The Spider-Verse 3D	90000000	190173195	375381768	12.0	2018.0									
Rio	90000000	143619809	487519809	4.0	2011.0	Fox	[16, 12, 35, 10751]	en	14.695	6.6	3730.0	2011-04-15	4.0	2011.0
The Magnificent Seven	90000000	93432655	162525156	9.0	2016.0		[12, 28, 37]	en	18.487000000000002	6.2	3647.0	2016-09-23	9.0	2016.0
Alvin and the Chipmunks: The Road Chip	90000000	85886987	249517956	12.0	2015.0	Fox	[12, 16, 35, 10751]	en	14.972999999999999	5.8	852.0	2015-12-18	12.0	2015.0
Pixels	90000000	78765986	244041804	7.0	2015.0	Sony	[878]	en	2.1719999999999997	7.1	35.0	2010-04-01	4.0	2010.0
Percy Jackson: Sea of Monsters	90000000	68559554	200859554	8.0	2013.0	Fox	[12, 10751, 14]	en	15.762	5.9	3109.0	2013-08-07	8.0	2013.0
Now You See Me 2	90000000	65075540	328325007	6.0	2016.0	LG/S	[28, 35, 53]	en	25.805	6.8	6744.0	2016-06-10	6.0	2016.0
Tomb Raider	90000000	58250803	273477501	3.0	2018.0	WB	[28, 12, 14]	en	24.968000000000004	6.3	4310.0	2018-03-16	3.0	2018.0
Conan the Barbarian	90000000	21295021	63356133	8.0	2011.0		[12, 14, 28]	en	17.046	5.2	1024.0	2011-08-19	8.0	2011.0
The Three Musketeers	90000000	20377913	139877913	10.0	2011.0		[12, 28, 53]	en	11.932	5.7	1596.0	2011-10-20	10.0	2011.0
The Promise	90000000	8224288	10551417	4.0	2017.0		[]	en	0.6	9.0	1.0	2013-10-16	10.0	2013.0
The Nutcracker in 3D	90000000	195459	20466016	11.0	2010.0	Free	[10402, 14, 28, 10751]	en	7.566	5.5	97.0	2010-11-24	11.0	2010.0
Bright	90000000	0	0	12.0	2017.0		[28, 80, 14]	en	15.677	6.2	3181.0	2017-12-22	12.0	2017.0
Army of the Dead	90000000	0	0	12.0	2019.0									
The Predator	88000000	51024708	159487563	9.0	2018.0		[878, 28, 53, 12, 27]	en	29.473000000000003	5.2	2018.0	2018-09-14	9.0	2018.0
Divergent	85000000	150947895	276014965	3.0	2014.0	LG/S	[28, 12, 878]	en	16.982	6.9	8279.0	2014-03-21	3.0	2014.0
Hotel Transylvania	85000000	148313048	378505812	9.0	2012.0	Sony	[16, 35, 10751, 14]	en	15.318	6.9	5013.0	2012-09-28	9.0	2012.0
Shazam!	85000000	139606856	362899733	4.0	2019.0									
Safe House	85000000	126181630	208542162	2.0	2012.0	Uni.	[28, 53]	en	13.116	6.4	1997.0	2012-02-10	2.0	2012.0
Tower Heist	85000000	78046570	150422946	11.0	2011.0	Uni.	[28, 35]	en	12.213	6.0	1592.0	2011-11-04	11.0	2011.0
Mirror Mirror	85000000	64935167	173613482	3.0	2012.0	Rela.	[12, 35, 18, 10751, 14]	en	13.220999999999998	5.8	2099.0	2012-03-30	3.0	2012.0
Arthur Christmas	85000000	46462469	149717124	11.0	2011.0	Sony	[18, 16, 10751, 35]	en	12.981	6.7	692.0	2011-11-23	11.0	2011.0
xXx: Return of Xander Cage	85000000	44898413	345033359	1.0	2017.0		[28, 12, 80]	en	21.749000000000002	5.6	2452.0	2017-01-20	1.0	2017.0
Cats & Dogs: The Revenge of Kitty Galore	85000000	43585753	113026383	7.0	2010.0	WB	[35, 10751, 28, 14]	en	10.544	4.9	273.0	2010-07-30	7.0	2010.0
Scott Pilgrim vs. The World	85000000	31611316	48056764	8.0	2010.0									
The Greatest Showman	84000000	174340174	386665550	12.0	2017.0	Fox	[18]	en	22.009	8.0	5197.0	2017-12-20	12.0	2017.0
RED 2	84000000	53262560	141507355	7.0	2013.0		[28, 35, 80, 53]	en	14.994000000000002	6.5	2368.0	2013-07-19	7.0	2013.0
The Expendables	82000000	103068524	268268174	8.0	2010.0	LGF	[53, 12, 28]	en	21.517	6.1	4647.0	2010-08-03	8.0	2010.0
The Hunger Games	80000000	408010692	677923379	3.0	2012.0	LGF	[878, 12, 14]	en	14.212	7.1	14587.0	2012-03-23	3.0	2012.0
The Hangover Part II	80000000	254464305	586464305	5.0	2011.0	WB	[35]	en	32.266	6.4	6231.0	2011-05-25	5.0	2011.0
The Lego Batman Movie	80000000	175750384	310660018	2.0	2017.0		[28, 16, 35, 10751, 14]	en	19.352	7.2	2882.0	2017-02-10	2.0	2017.0
Hotel Transylvania 2	80000000	169700110	469500298	9.0	2015.0	Sony	[16, 35, 10751, 14]	en	16.553	6.7	3184.0	2015-09-25	9.0	2015.0
Grown Ups 2	80000000	133668525	247023808	7.0	2013.0	Sony	[35]	en	11.289000000000001	5.9	2090.0	2013-07-12	7.0	2013.0
Alvin and the Chipmunks: Chipwrecked	80000000	133107389	349088523	12.0	2011.0	Fox	[35, 14, 10751, 10402, 16]	en	12.672	5.5	1055.0	2011-12-16	12.0	2011.0
Shutter Island	80000000	128012934	299461782	2.0	2010.0	Par.	[18, 53, 9648]	en	18.06	8.1	12625.0	2010-02-18	2.0	2010.0
Just Go With It	80000000	103028109	214974953	2.0	2011.0	Sony								
Yogi Bear	80000000	100246011	204774690	12.0	2010.0	WB	[35, 10751, 16, 12]	en	9.096	5.3	387.0	2010-12-17	12.0	2010.0
The Book of Eli	80000000	94835059	158750817	1.0	2010.0	WB	[28, 53, 878]	en	18.985	6.7	3495.0	2010-01-11	1.0	2010.0
Fury	80000000	85817906	210315681	10.0	2014.0		[10752, 18, 28]	en	29.116999999999997	7.4	6653.0	2014-10-17	10.0	2014.0
Smallfoot	80000000	83240103	213691277	9.0	2018.0	WB	[16, 10751, 12, 14]	en	26.230999999999998	6.6	600.0	2018-09-28	9.0	2018.0
Zookeeper	80000000	80360866	170805525	7.0	2011.0	Sony	[35, 10749, 10751]	en	10.764000000000001	5.3	886.0	2011-07-08	7.0	2011.0
The Secret Life of Pets 2	80000000	63795655	113351496	6.0	2019.0									
Walking with Dinosaurs	80000000	36076121	123368842	12.0	2013.0	Fox	[16, 10751, 12]	en	10.56	5.4	210.0	2013-12-20	12.0	2013.0
The Last Witch Hunter	80000000	27367660	130818912	10.0	2015.0	LG/S	[14, 28, 12, 878]	en	16.685	5.8	2193.0	2015-10-23	10.0	2015.0
Pompeii	80000000	23169033	108469033	2.0	2014.0	TriS	[28, 12, 36, 10749, 18]	en	25.215	5.4	2078.0	2014-02-21	2.0	2014.0
Oceans	80000000	19422319	86787530	4.0	2010.0	BV	[99, 10751]	en	7.532	7.2	167.0	2010-04-21	4.0	2010.0
Journey 2: The Mysterious Island	79000000	103860290	318146162	2.0	2012.0	WB (NL)	[12, 28, 878]	en	14.454	5.9	2152.0	2012-02-10	2.0	2012.0
Jack and Jill	79000000	74158157	150519217	11.0	2011.0	Sony	[35]	en	11.277000000000001	4.1	1124.0	2011-11-11	11.0	2011.0
Cloudy with a Chance of Meatballs 2	78000000	119793567	274392649	9.0	2013.0	Sony	[16, 10751, 35]	en	18.335	6.4	1679.0	2013-09-27	9.0	2013.0
AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©	77600000	0	60680125	12.0	2012.0									
The Little Prince	77500000	1311213	102028919	2.0	2016.0	EOne	[12, 16, 14, 10751]	en	8.512	7.6	1493.0	2016-08-05	8.0	2016.0
Renegades	77500000	0	1521672	1.0	2019.0		[53, 28]	fr	9.022	5.8	156.0	2018-12-21	12.0	2018.0
The Equalizer 2	77000000	102084362	190453132	7.0	2018.0	Sony	[53, 28, 80]	en	22.961	6.4	2089.0	2018-07-20	7.0	2018.0
Despicable Me 2	76000000	368065385	975216835	7.0	2013.0	Uni.	[16, 35, 10751]	en	19.014	6.9	7319.0	2013-07-03	7.0	2013.0
The Secret Life of Pets	75000000	368384330	886750534	7.0	2016.0	Uni.	[12, 35, 16, 10751]	en	9.908999999999999	6.1	5374.0	2016-07-08	7.0	2016.0
Dr. Seussâ The Grinch	75000000	270620950	511002426	11.0	2018.0									
Sing	75000000	270329045	634454789	12.0	2016.0	Uni.	[16, 35, 18, 10751]	en	17.572	6.9	4303.0	2016-12-21	12.0	2016.0
Despicable Me 3	75000000	264624300	1034727750	6.0	2017.0	Uni.	[28, 16, 35, 10751, 12]	en	16.407	6.3	4106.0	2017-06-30	6.0	2017.0
Grown Ups	75000000	162001186	272223430	6.0	2010.0	Sony	[35]	en	14.290999999999999	6.1	3171.0	2010-06-24	6.0	2010.0
Now You See Me	75000000	117723989	342769200	5.0	2013.0	LG/S	[53, 80]	en	16.646	7.4	9871.0	2013-05-31	5.0	2013.0
Christopher Robin	75000000	99215042	197504758	8.0	2018.0		[12, 35, 10751, 14]	en	20.930999999999997	7.4	1280.0	2018-08-03	8.0	2018.0
Immortals	75000000	83504017	211562435	11.0	2011.0	Rela.	[14, 28, 18]	en	14.774000000000001	5.8	1431.0	2011-11-11	11.0	2011.0
Killers	75000000	47059963	95572749	6.0	2010.0	LGF	[28, 35, 53, 10749]	en	10.221	5.8	1314.0	2010-06-04	6.0	2010.0
The Man From U.N.C.L.E.	75000000	45445109	104949584	8.0	2015.0	WB								
Sucker Punch	75000000	36392502	89758389	3.0	2011.0	WB	[28, 14, 53]	en	14.415999999999999	6.0	2716.0	2011-03-25	3.0	2011.0
Inferno	75000000	34343574	219519367	10.0	2016.0	Sony	[9648, 53, 18]	en	17.41	5.9	3877.0	2016-10-28	10.0	2016.0
PLAYMOBIL	75000000	0	0	8.0	2019.0									
355	75000000	0	0	12.0	2019.0									
Minions	74000000	336045770	1160336173	7.0	2015.0	Uni.	[10751, 16, 12, 35]	en	9.338	6.4	7343.0	2015-07-10	7.0	2015.0
The SpongeBob Movie: Sponge Out of Water	74000000	162994032	311013181	2.0	2015.0	Par.	[12, 35, 10751, 14, 16]	en	13.815	5.7	1165.0	2015-02-06	2.0	2015.0
The Angry Birds Movie	73000000	107509366	352327887	5.0	2016.0	Sony	[16, 12, 35]	en	17.998	6.0	1851.0	2016-05-20	5.0	2016.0
Oceanâs 8	70000000	140218711	297115976	6.0	2018.0									
Daddyâs Home 2	70000000	104029443	175807183	11.0	2017.0									
Olympus Has Fallen	70000000	98927592	172878928	3.0	2013.0	FD	[28, 53]	en	13.864	6.2	4086.0	2013-03-22	3.0	2013.0
Battle: Los Angeles	70000000	83552429	213463976	3.0	2011.0	Sony	[28, 878]	en	12.720999999999998	5.6	2049.0	2011-03-08	3.0	2011.0
War Horse	70000000	79883359	156815529	12.0	2011.0	BV	[18, 10752]	en	10.378	7.2	1849.0	2011-12-25	12.0	2011.0
The Monuments Men	70000000	78031620	158702748	2.0	2014.0	Sony	[10752, 18, 36, 28]	en	12.860999999999999	5.9	2229.0	2014-02-07	2.0	2014.0
Storks	70000000	72679278	183353431	9.0	2016.0	WB	[12, 16, 35, 10751]	en	12.100999999999999	6.5	1308.0	2016-09-23	9.0	2016.0
Underworld: Awakening	70000000	62321039	160379930	1.0	2012.0		[14, 28, 27]	en	13.242	6.2	2588.0	2012-01-19	1.0	2012.0
The Lego Ninjago Movie	70000000	59281555	122737201	9.0	2017.0		[28, 16, 12, 10751]	en	14.607000000000001	6.3	424.0	2017-09-22	9.0	2017.0
Dracula Untold	70000000	55991880	220241723	10.0	2014.0	Uni.	[27, 28, 18, 14, 10752]	en	29.043000000000003	6.2	3719.0	2014-10-03	10.0	2014.0
Wall Street 2: Money Never Sleeps	70000000	52474616	137431619	9.0	2010.0									
The Dilemma	70000000	48475290	70546865	1.0	2011.0	Uni.	[35, 18]	en	9.517999999999999	5.3	448.0	2011-01-13	1.0	2011.0
Rock of Ages	70000000	38518613	61031932	6.0	2012.0	WB (NL)	[35, 18, 10402, 10749]	en	11.369000000000002	6.1	686.0	2012-06-15	6.0	2012.0
The Finest Hours	70000000	27569558	49252761	1.0	2016.0	BV	[28, 18, 36, 53]	en	12.673	6.4	943.0	2016-01-29	1.0	2016.0
Escape Plan	70000000	25135965	103735965	10.0	2013.0	LG/S	[28, 53]	en	17.88	6.7	2799.0	2013-10-18	10.0	2013.0
Killer Elite	70000000	25124986	65409046	9.0	2011.0	ORF	[28, 12, 53]	en	15.135	6.2	1093.0	2011-09-23	9.0	2011.0
The Legend of Hercules	70000000	18848538	58953319	1.0	2014.0	LG/S	[28, 12]	en	13.754000000000001	4.5	805.0	2014-01-10	1.0	2014.0
Legends of Oz: Dorothyâs Return	70000000	8462347	20107933	5.0	2014.0									
Blackhat	70000000	8005980	19665004	1.0	2015.0	Uni.	[80, 53, 28]	en	16.824	5.3	1165.0	2015-01-16	1.0	2015.0
Agora	70000000	619423	38992292	5.0	2010.0	NM								
Despicable Me	69000000	251513985	543464573	7.0	2010.0	Uni.	[16, 10751, 35]	en	23.673000000000002	7.2	10057.0	2010-07-09	7.0	2010.0
Dinner for Schmucks	69000000	73026337	86796502	7.0	2010.0	P/DW	[35]	en	6.632000000000001	5.6	920.0	2010-07-30	7.0	2010.0
Red Sparrow	69000000	46874505	145951861	3.0	2018.0	Fox	[9648, 53]	en	18.117	6.5	3406.0	2018-03-02	3.0	2018.0
The Twilight Saga: Eclipse	68000000	300531751	706102828	6.0	2010.0	Sum.	[12, 14, 18, 10749]	en	20.34	6.0	4909.0	2010-06-23	6.0	2010.0
Ted 2	68000000	81476385	217214143	6.0	2015.0	Uni.	[35]	en	17.684	6.1	4227.0	2015-06-26	6.0	2015.0
Hall Pass	68000000	45060734	87173475	2.0	2011.0	WB (NL)	[35, 10749]	en	9.984	5.5	1009.0	2011-02-25	2.0	2011.0
Downsizing	68000000	24449754	54462971	12.0	2017.0	Par.	[35, 18, 878]	en	10.682	5.1	1887.0	2017-12-22	12.0	2017.0
Doctor Seuss' The Lorax	67500000	214030500	350976753	3.0	2012.0									
Abraham Lincoln: Vampire Hunter	67500000	37519139	137489730	6.0	2012.0	Fox	[28, 14, 27]	en	12.498	5.6	2009.0	2012-06-22	6.0	2012.0
Need for Speed	66000000	43568507	194169619	3.0	2014.0	BV	[28, 80, 18, 53]	en	13.722999999999999	6.1	2389.0	2014-03-14	3.0	2014.0
Lincoln	65000000	182207973	273346281	11.0	2012.0	BV	[36, 18]	en	12.693	6.8	2261.0	2012-11-16	11.0	2012.0
Hotel Transylvania 3: Summer Vacation	65000000	167500092	527079962	7.0	2018.0	Sony	[10751, 14, 35, 16]	en	26.815	6.8	1673.0	2018-06-30	6.0	2018.0
Les Miserables	65000000	148809770	442169052	12.0	2012.0									
Unbroken	65000000	115637895	163527824	12.0	2014.0	Uni.	[18, 10752]	en	12.354000000000001	7.4	2240.0	2014-12-25	12.0	2014.0
Spy!	65000000	110825712	232585748	6.0	2015.0									
Due Date	65000000	100539043	211739043	11.0	2010.0	WB	[35, 18]	en	12.445	6.3	2973.0	2010-11-04	11.0	2010.0
Annie	65000000	85911262	139829625	12.0	2014.0		[35, 18, 10751]	en	13.422	6.1	770.0	2014-12-19	12.0	2014.0
Peteâs Dragon	65000000	76233151	137768975	8.0	2016.0									
The Dictator	65000000	59650222	180148897	5.0	2012.0	Par.	[35]	en	12.592	6.0	3042.0	2012-05-16	5.0	2012.0
This Means War	65000000	54760791	156974557	2.0	2012.0	Fox	[28, 35, 10749]	en	12.017000000000001	6.0	2096.0	2012-02-17	2.0	2012.0
Focus	65000000	53862963	168065700	2.0	2015.0		[10749, 35, 80, 18]	en	10.704	6.8	4173.0	2015-02-27	2.0	2015.0
Red Dawn	65000000	44806783	48164150	11.0	2012.0		[10752, 28, 53, 878]	en	13.904000000000002	5.4	849.0	2012-11-21	11.0	2012.0
Everest	65000000	43482270	221297061	9.0	2015.0		[12, 18]	en	19.9	6.7	2874.0	2015-09-18	9.0	2015.0
Resident Evil: Retribution	65000000	42345531	240647629	9.0	2012.0	SGem	[28, 27, 878]	en	1.325	5.7	2321.0	2012-09-14	9.0	2012.0
I, Frankenstein	65000000	19075290	74575290	1.0	2014.0	LGF	[27, 53]	en	12.7	5.2	1090.0	2014-01-24	1.0	2014.0
Sin City: A Dame to Kill For	65000000	13757804	40650842	8.0	2014.0		[80, 53]	en	20.896	6.3	2210.0	2014-08-22	8.0	2014.0
Live by Night	65000000	10378555	21774432	12.0	2016.0		[80, 18, 53]	en	11.322000000000001	6.2	759.0	2016-12-25	12.0	2016.0
Tian jiang xiong shi	65000000	74070	122519874	9.0	2015.0									
Air Strike	65000000	0	516279	10.0	2018.0		[18, 10752, 28, 12]	en	6.971	3.9	56.0	2018-10-26	10.0	2018.0
Hop	63000000	108085305	188657593	4.0	2011.0	Uni.	[16, 35, 10751]	en	14.738	5.6	611.0	2011-04-01	4.0	2011.0
American Assassin	63000000	36249674	68310140	9.0	2017.0	LGF	[28, 53]	en	15.434000000000001	6.3	1596.0	2017-09-15	9.0	2017.0
The Hateful Eight	62000000	54117416	147864886	12.0	2015.0	Wein.	[80, 18, 9648, 37]	en	20.680999999999997	7.7	8065.0	2015-12-25	12.0	2015.0
Gone Girl	61000000	167767189	368567189	10.0	2014.0	Fox	[9648, 53, 18]	en	31.215	7.9	10459.0	2014-10-03	10.0	2014.0
Maze Runner: The Scorch Trials	61000000	81697192	310566162	9.0	2015.0	Fox	[28, 878, 53]	en	17.31	6.6	6365.0	2015-09-18	9.0	2015.0
2 Guns	61000000	75612460	132493015	8.0	2013.0	Uni.	[28, 35, 80]	en	14.8	6.5	2368.0	2013-08-02	8.0	2013.0
Maze Runner: The Death Cure	61000000	58032443	265878536	1.0	2018.0	Fox	[28, 878]	en	23.166	7.0	3894.0	2018-01-26	1.0	2018.0
